

  ylabel = xi^psi_m

                      psi                      m=1                      m=2                      m=3                      m=4                      m=5                      m=6                      m=7                      m=8
          9.328949308E-02          1.489715253E-04          4.827647211E-04          6.214760691E-05          8.136701562E-06          1.033482687E-07          5.187150818E-08          7.966734384E-09          4.361062700E-10
          9.523683496E-02          1.482343621E-04          4.919239865E-04          6.419755761E-05          8.467547763E-06          1.080828998E-07          5.450935171E-08          8.507385030E-09          4.669127117E-10
          9.765403830E-02          1.476885328E-04          5.032633234E-04          6.677837543E-05          8.887941929E-06          1.141316395E-07          5.787060534E-08          9.226940083E-09          5.132682457E-10
          1.000712416E-01          1.475318766E-04          5.145702557E-04          6.939927576E-05          9.319148393E-06          1.203997872E-07          6.135299568E-08          9.983293370E-09          5.624662715E-10
          1.000713416E-01          1.475318778E-04          5.145707228E-04          6.939938501E-05          9.319166457E-06          1.204000515E-07          6.135314273E-08          9.983325117E-09          5.624682613E-10
          1.000714416E-01          1.475318791E-04          5.145711899E-04          6.939949427E-05          9.319184520E-06          1.204003159E-07          6.135328978E-08          9.983356863E-09          5.624702512E-10
          1.003778718E-01          1.475386480E-04          5.160022965E-04          6.973460887E-05          9.374622862E-06          1.212124221E-07          6.180510527E-08          1.008079112E-08          5.685308564E-10
          1.006843019E-01          1.475512426E-04          5.174328950E-04          7.007036684E-05          9.430235703E-06          1.220286203E-07          6.225937619E-08          1.017852467E-08          5.745135749E-10
          1.009907321E-01          1.475696115E-04          5.188629866E-04          7.040676805E-05          9.486023159E-06          1.228489526E-07          6.271613634E-08          1.027654716E-08          5.804101108E-10
          1.021653200E-01          1.476925678E-04          5.243400488E-04          7.170219433E-05          9.701483734E-06          1.260322715E-07          6.449044428E-08          1.065492447E-08          6.021225324E-10
          1.033399079E-01          1.478966259E-04          5.298097616E-04          7.300705798E-05          9.919519965E-06          1.292784127E-07          6.630285306E-08          1.103766833E-08          6.222647126E-10
          1.045144958E-01          1.481787414E-04          5.352721992E-04          7.432134549E-05          1.014014127E-05          1.325880436E-07          6.815371443E-08          1.142569181E-08          6.409105256E-10
          1.056890837E-01          1.485358227E-04          5.407274359E-04          7.564504060E-05          1.036335856E-05          1.359609475E-07          7.004274364E-08          1.182053917E-08          6.584152844E-10
          1.071220344E-01          1.490684156E-04          5.473729642E-04          7.727260906E-05          1.063920791E-05          1.401601127E-07          7.239799801E-08          1.231427762E-08          6.790516974E-10
          1.085549850E-01          1.497022097E-04          5.540080207E-04          7.891411905E-05          1.091896359E-05          1.444498284E-07          7.480793833E-08          1.282435481E-08          7.001272966E-10
          1.099879356E-01          1.504314702E-04          5.606327439E-04          8.056954031E-05          1.120265219E-05          1.488281121E-07          7.727221609E-08          1.335321178E-08          7.228838614E-10
          1.114208863E-01          1.512504839E-04          5.672472746E-04          8.223884457E-05          1.149030262E-05          1.532933195E-07          7.979095710E-08          1.390272656E-08          7.482913144E-10
          1.128538369E-01          1.521535967E-04          5.738517563E-04          8.392200583E-05          1.178194611E-05          1.578442423E-07          8.236480659E-08          1.447405891E-08          7.770704312E-10
          1.149273006E-01          1.535979852E-04          5.833908688E-04          8.638200561E-05          1.221108775E-05          1.645804693E-07          8.618858448E-08          1.534092053E-08          8.248386887E-10
          1.170007643E-01          1.551904378E-04          5.929096581E-04          8.887090629E-05          1.264875616E-05          1.714989684E-07          9.013312661E-08          1.625585197E-08          8.786838739E-10
          1.190742280E-01          1.569152371E-04          6.024084939E-04          9.138865828E-05          1.309502895E-05          1.786106016E-07          9.420223830E-08          1.721797026E-08          9.372415202E-10
          1.211476917E-01          1.587574070E-04          6.118877026E-04          9.393522473E-05          1.354996587E-05          1.859323259E-07          9.839978055E-08          1.822505025E-08          1.000024754E-09
          1.232211554E-01          1.607027814E-04          6.213475667E-04          9.651057995E-05          1.401361199E-05          1.934853358E-07          1.027288638E-07          1.927450939E-08          1.066906308E-09
          1.252946191E-01          1.627380687E-04          6.307883404E-04          9.911470515E-05          1.448601195E-05          2.012892317E-07          1.071923940E-07          2.036441916E-08          1.138262347E-09
          1.286178535E-01          1.661571468E-04          6.458802741E-04          1.033484255E-04          1.526156101E-05          2.143501972E-07          1.146339160E-07          2.219431238E-08          1.263749264E-09
          1.319410880E-01          1.697302510E-04          6.609247078E-04          1.076559625E-04          1.606007517E-05          2.281060004E-07          1.224431567E-07          2.412806467E-08          1.408029387E-09
          1.352643224E-01          1.734176144E-04          6.759225566E-04          1.120372729E-04          1.688192758E-05          2.425620112E-07          1.306392497E-07          2.617138897E-08          1.577912835E-09
          1.385875569E-01          1.771846216E-04          6.908748495E-04          1.164923009E-04          1.772751977E-05          2.577475880E-07          1.392408149E-07          2.833905326E-08          1.772177309E-09
          1.419107913E-01          1.810013964E-04          7.057826481E-04          1.210209891E-04          1.859726706E-05          2.737170627E-07          1.482662861E-07          3.065120698E-08          1.977159110E-09
          1.452340258E-01          1.848423836E-04          7.206469163E-04          1.256232879E-04          1.949152092E-05          2.905343841E-07          1.577350489E-07          3.311563593E-08          2.189926615E-09
