 IPEC_PMODB_CHEBYSHEV: Reconstructed perturbed mod b by chebyshev
 
    jac_out = hamada  
      cstep =    256      mpert =  33   mthsurf = 960
 
              psi    m       real(lagb)       imag(lagb)       real(divx)       imag(divx)
   2.79939046E-02   16  -5.72110494E-07  -4.43760905E-07   1.29739843E-06   1.38100765E-06
   2.79939046E-02   17  -3.18407603E-07  -3.84047328E-07   9.12897849E-07   1.09628731E-06
   2.79939046E-02   18  -3.01949470E-07  -2.91469921E-07   7.33925082E-07   8.06889403E-07
   2.79939046E-02   19  -1.55363756E-07  -1.84660186E-07   4.79329573E-07   3.82102885E-07
   2.79939046E-02   20  -1.13845646E-08  -3.70070727E-08  -1.44749465E-06  -1.37402007E-06
   3.18501766E-02  -12   8.11453352E-08  -7.13420079E-08  -2.02985716E-07   1.53169997E-07
   3.18501766E-02  -11   8.33451101E-08  -5.96450155E-08  -2.11525134E-07   2.79371247E-08
   3.18501766E-02  -10   2.79393386E-07   2.42806907E-07  -5.69579767E-07  -4.74658889E-07
   3.18501766E-02   -9   2.24261079E-07   2.37459095E-08  -6.42686259E-07  -2.66740303E-07
   3.18501766E-02   -8   4.44521584E-07   5.79478021E-07  -8.92444713E-07  -1.14103525E-06
   3.18501766E-02   -7   4.03831677E-07  -5.17420120E-08  -1.19490411E-06  -3.41320295E-07
   3.18501766E-02   -6   4.19198793E-07   1.40995081E-06  -6.80734911E-07  -2.64785900E-06
   3.18501766E-02   -5   3.58151299E-07  -7.08821934E-07  -1.25896015E-06   3.42207048E-07
   3.18501766E-02   -4   2.85521233E-07   2.67755761E-06   3.30819738E-09  -5.11428640E-06
   3.18501766E-02   -3   4.20212081E-07  -1.14320581E-06  -1.27978722E-06   9.83579390E-07
   3.18501766E-02   -2   4.83347740E-06  -8.95721610E-06  -4.52663441E-06   6.78279242E-06
   3.18501766E-02   -1  -1.05528943E-05   3.74107687E-05  -6.06981754E-05   6.13696791E-05
   3.18501766E-02    0   1.04897186E-03  -1.67677900E-03  -1.58350184E-03   2.45001771E-03
   3.18501766E-02    1   1.21956969E-04  -1.78458740E-05  -6.52912875E-04   8.24943770E-04
   3.18501766E-02    2   1.17574997E-04  -1.33103749E-04  -2.73065724E-04   3.08553784E-04
   3.18501766E-02    3   1.22510595E-05   7.15190312E-06  -4.38495834E-05  -4.62172664E-06
   3.18501766E-02    4   6.66876267E-06   4.39559971E-06  -5.01850023E-05   4.60565067E-05
   3.18501766E-02    5  -1.01712927E-05  -9.40903731E-06   1.48545029E-05   2.19380073E-05
   3.18501766E-02    6  -9.82316235E-06  -1.04191405E-05   1.88135332E-05   2.21055888E-05
   3.18501766E-02    7  -6.34075846E-07  -7.20679370E-07   4.81011579E-06   6.12467826E-06
   3.18501766E-02    8  -2.32048959E-06  -1.72115772E-06   4.38302790E-06   3.50209101E-06
   3.18501766E-02    9   8.54712380E-07   4.58964052E-07   3.59644663E-08   5.94816552E-07
   3.18501766E-02   10  -1.41008869E-06  -6.00925180E-07   1.94080598E-06   1.16082763E-06
   3.18501766E-02   11   2.55452871E-07  -2.06076078E-07   3.99953277E-07   9.15817983E-07
   3.18501766E-02   12  -7.93253306E-07  -2.15906731E-07   1.19241956E-06   7.84201559E-07
   3.18501766E-02   13  -1.02472671E-07  -4.13404010E-07   6.34142759E-07   1.06556699E-06
   3.18501766E-02   14  -5.05011304E-07  -2.63102808E-07   9.68046283E-07   9.05505185E-07
   3.18501766E-02   15  -2.59279469E-07  -3.46087818E-07   7.42521333E-07   9.25883704E-07
   3.18501766E-02   16  -3.34525462E-07  -2.56191500E-07   7.72570556E-07   7.70925071E-07
   3.18501766E-02   17  -1.85642735E-07  -2.20821710E-07   5.49035987E-07   6.40069344E-07
   3.18501766E-02   18  -1.79873570E-07  -1.69646605E-07   4.20606589E-07   4.41691854E-07
   3.18501766E-02   19  -9.08041865E-08  -1.07601078E-07   3.13159396E-07   1.95162085E-07
   3.18501766E-02   20  -6.62602247E-09  -2.68227597E-08  -9.03816989E-07  -8.73419950E-07
   3.57064487E-02  -12   6.52545636E-09  -7.30090505E-09  -2.75678658E-08   4.40589059E-08
   3.57064487E-02  -11   1.66472129E-08  -1.91229137E-08  -3.14109515E-08   3.95437186E-08
   3.57064487E-02  -10   1.40756612E-08   5.44016266E-08  -5.27397072E-08  -1.01043632E-07
   3.57064487E-02   -9   5.92988421E-08  -3.53204805E-08  -1.06643868E-07   3.97313129E-08
   3.57064487E-02   -8  -3.07802048E-08   1.82577603E-07   1.16506374E-08  -3.70680639E-07
   3.57064487E-02   -7   1.75845527E-07  -1.93871661E-07  -2.41982010E-07   2.28207574E-07
   3.57064487E-02   -6  -2.99657911E-07   6.64401251E-07   5.43558534E-07  -1.12800469E-06
   3.57064487E-02   -5   5.96721830E-07  -8.79271656E-07  -7.41180169E-07   9.23139106E-07
   3.57064487E-02   -4  -8.97164342E-07   1.57951237E-06   1.45487541E-06  -2.51936385E-06
   3.57064487E-02   -3   1.88094567E-06  -2.37747831E-06  -2.13009736E-06   2.79851045E-06
   3.57064487E-02   -2   2.79654089E-06  -8.50287041E-06  -2.20133462E-06   7.81367546E-06
   3.57064487E-02   -1  -9.74631921E-06   3.65554101E-05  -6.33954435E-05   6.69436545E-05
   3.57064487E-02    0   1.03185169E-03  -1.65376484E-03  -1.55761425E-03   2.42091140E-03
   3.57064487E-02    1   1.21219155E-04  -1.13891696E-05  -5.39782977E-04   6.33879682E-04
   3.57064487E-02    2   1.05545501E-04  -1.35721541E-04  -2.67253604E-04   3.22337253E-04
   3.57064487E-02    3   1.67310092E-06   3.43886607E-06  -1.06881955E-05  -1.72133472E-06
   3.57064487E-02    4   1.20886280E-06   9.53771224E-08  -7.57519815E-06   7.26376652E-06
   3.57064487E-02    5  -1.21530543E-06  -1.09605944E-06   1.56015167E-06   2.59859377E-06
   3.57064487E-02    6  -1.17484016E-06  -1.25192175E-06   2.14672834E-06   2.63395300E-06
   3.57064487E-02    7  -1.12022949E-07  -2.00206078E-07   5.79747329E-07   8.58758482E-07
   3.57064487E-02    8  -3.38653742E-07  -2.00274062E-07   6.53354132E-07   3.86640800E-07
   3.57064487E-02    9   1.25524997E-07   2.56467001E-08  -4.68875982E-08   8.45109571E-08
   3.57064487E-02   10  -1.86127311E-07  -6.18369700E-08   2.48389584E-07   1.21876907E-07
   3.57064487E-02   11   3.61852866E-08  -5.08403898E-08   3.74485797E-08   1.24280296E-07
   3.57064487E-02   12  -9.34391760E-08  -2.04336055E-08   1.00707514E-07   6.28559455E-08
   3.57064487E-02   13  -1.03379665E-08  -6.13829758E-08   6.38666369E-08   8.42008451E-08
   3.57064487E-02   14  -5.72131452E-08  -2.92714542E-08   9.66525024E-08   7.08604458E-08
   3.57064487E-02   15  -3.05743623E-08  -4.06557671E-08   7.39942202E-08   6.51309537E-08
   3.57064487E-02   16  -4.36250190E-08  -2.82986154E-08   1.26539222E-07   4.19329761E-08
   3.57064487E-02   17  -2.30250899E-08  -2.23313960E-08   9.66143953E-08   8.14655290E-08
   3.57064487E-02   18  -2.90851429E-08  -2.12654091E-08   4.24023177E-08   5.09912569E-09
   3.57064487E-02   19  -1.15500248E-08  -1.34027352E-08   9.79213513E-08  -2.18556098E-08
   3.57064487E-02   20  -2.12745300E-10  -1.33589494E-08  -2.20117078E-07  -2.34122076E-07
   3.95627208E-02  -12  -6.65765673E-08   5.59278084E-08   1.45061621E-07  -6.80201307E-08
   3.95627208E-02  -11  -4.85566017E-08   2.18025583E-08   1.40070246E-07   4.36397703E-08
   3.95627208E-02  -10  -2.44734863E-07  -1.31473598E-07   4.52930705E-07   2.67868854E-07
   3.95627208E-02   -9  -1.03106923E-07  -9.32702102E-08   4.17658071E-07   3.37604527E-07
   3.95627208E-02   -8  -4.94845406E-07  -2.06463052E-07   8.95534869E-07   3.90626517E-07
   3.95627208E-02   -7  -4.50302271E-08  -3.37035262E-07   6.71893936E-07   7.88943996E-07
   3.95627208E-02   -6  -1.02309037E-06  -3.31546814E-08   1.76899512E-06   2.99520305E-07
   3.95627208E-02   -5   8.53925199E-07  -1.08364502E-06  -2.79771237E-07   1.53209002E-06
   3.95627208E-02   -4  -2.36337747E-06   9.84249982E-07   3.45431133E-06  -8.94359286E-07
   3.95627208E-02   -3   3.44806023E-06  -3.79957574E-06  -3.11642737E-06   4.79144728E-06
   3.95627208E-02   -2  -1.35290488E-06  -4.73127526E-06   4.15326547E-06   2.56581887E-06
   3.95627208E-02   -1  -8.70645024E-06   3.52632729E-05  -6.64775299E-05   7.31008792E-05
   3.95627208E-02    0   1.03297905E-03  -1.65824592E-03  -1.55746888E-03   2.42981683E-03
   3.95627208E-02    1   1.20486022E-04  -5.26795288E-06  -5.74148807E-04   6.42079377E-04
   3.95627208E-02    2   9.39442567E-05  -1.38587044E-04  -2.64190540E-04   3.39925871E-04
   3.95627208E-02    3  -8.64988752E-06  -3.19655253E-07   2.22082384E-05   9.17850595E-07
   3.95627208E-02    4  -4.15280560E-06  -4.09943670E-06   3.42884216E-05  -3.09070627E-05
   3.95627208E-02    5   7.56184536E-06   7.04663554E-06  -1.14270525E-05  -1.63464687E-05
   3.95627208E-02    6   7.30539448E-06   7.72816368E-06  -1.41819265E-05  -1.64416170E-05
   3.95627208E-02    7   4.05166632E-07   3.32532548E-07  -3.56636487E-06  -4.32389482E-06
   3.95627208E-02    8   1.61595415E-06   1.28836688E-06  -3.02765809E-06  -2.66113690E-06
   3.95627208E-02    9  -5.94141282E-07  -3.93338862E-07  -1.21498943E-07  -4.18840995E-07
   3.95627208E-02   10   1.01678084E-06   4.64283617E-07  -1.41539484E-06  -8.94394983E-07
   3.95627208E-02   11  -1.79935016E-07   1.06275366E-07  -3.16246829E-07  -6.54549040E-07
   3.95627208E-02   12   5.92118837E-07   1.69792062E-07  -9.65775269E-07  -6.42395502E-07
   3.95627208E-02   13   7.95916028E-08   2.85842364E-07  -4.89006318E-07  -8.70720051E-07
   3.95627208E-02   14   3.80961816E-07   1.99164558E-07  -7.58225679E-07  -7.39628602E-07
   3.95627208E-02   15   1.93535350E-07   2.58744048E-07  -5.76903747E-07  -7.73259388E-07
   3.95627208E-02   16   2.42070688E-07   1.94123990E-07  -5.10237904E-07  -6.60388025E-07
   3.95627208E-02   17   1.36753229E-07   1.71542997E-07  -3.53141922E-07  -4.67518320E-07
   3.95627208E-02   18   1.20042678E-07   1.23781361E-07  -3.25153559E-07  -4.15838055E-07
   3.95627208E-02   19   6.64763959E-08   7.90243201E-08  -1.23310101E-07  -2.25703379E-07
   3.95627208E-02   20   6.55541598E-09   5.49859666E-10   4.64818582E-07   4.12393218E-07
   4.34189929E-02  -12  -1.26729101E-07   1.08474377E-07   2.87664627E-07  -1.65618085E-07
   4.34189929E-02  -11  -1.02108927E-07   5.66014963E-08   2.76227103E-07   3.95916127E-08
   4.34189929E-02  -10  -4.56657897E-07  -2.85723743E-07   8.68359667E-07   5.74623430E-07
   4.34189929E-02   -9  -2.37644618E-07  -1.41067874E-07   8.47997317E-07   5.80166888E-07
   4.34189929E-02   -8  -8.74620732E-07  -5.27789964E-07   1.61967395E-06   1.02515990E-06
   4.34189929E-02   -7  -2.25561731E-07  -4.57119158E-07   1.40640448E-06   1.25048542E-06
   4.34189929E-02   -6  -1.62766896E-06  -5.89384743E-07   2.78466821E-06   1.44071543E-06
   4.34189929E-02   -5   1.07863476E-06  -1.27317960E-06   6.71759454E-08   2.05299640E-06
   4.34189929E-02   -4  -3.77578084E-06   8.19379147E-07   5.48583860E-06  -1.84252225E-07
   4.34189929E-02   -3   4.81329852E-06  -5.08130319E-06  -4.02215165E-06   6.55080712E-06
   4.34189929E-02   -2  -6.24316436E-06   5.88927871E-07   1.22511204E-05  -6.07980461E-06
   4.34189929E-02   -1  -7.81035057E-06   3.42174804E-05  -6.97260005E-05   7.90652755E-05
   4.34189929E-02    0   1.04761400E-03  -1.68235664E-03  -1.57700905E-03   2.46592439E-03
   4.34189929E-02    1   1.20892131E-04  -5.98383987E-07  -7.04196485E-04   7.78986601E-04
   4.34189929E-02    2   8.42397397E-05  -1.41059799E-04  -2.62831865E-04   3.56656031E-04
   4.34189929E-02    3  -1.70794733E-05  -3.48428396E-06   4.95847192E-05   2.88261361E-06
   4.34189929E-02    4  -8.58033931E-06  -7.53009285E-06   6.88622270E-05  -6.24978111E-05
   4.34189929E-02    5   1.47930651E-05   1.37475174E-05  -2.20871439E-05  -3.19377116E-05
   4.34189929E-02    6   1.42927304E-05   1.51195528E-05  -2.76224644E-05  -3.21436017E-05
   4.34189929E-02    7   8.36840976E-07   7.93416993E-07  -6.98140637E-06  -8.61297635E-06
   4.34189929E-02    8   3.23760570E-06   2.51249247E-06  -6.08384911E-06  -5.16591618E-06
   4.34189929E-02    9  -1.19172855E-06  -7.32817624E-07  -1.75911237E-07  -8.35900775E-07
   4.34189929E-02   10   2.01066029E-06   8.95429356E-07  -2.79069441E-06  -1.72914893E-06
   4.34189929E-02   11  -3.59134173E-07   2.40490784E-07  -6.05593764E-07  -1.29870591E-06
   4.34189929E-02   12   1.15636589E-06   3.25174168E-07  -1.84118520E-06  -1.22167918E-06
   4.34189929E-02   13   1.53255021E-07   5.73934788E-07  -9.37739046E-07  -1.65060237E-06
   4.34189929E-02   14   7.41103086E-07   3.86590860E-07  -1.46312213E-06  -1.39935880E-06
   4.34189929E-02   15   3.78038170E-07   5.05336106E-07  -1.10845519E-06  -1.45906037E-06
   4.34189929E-02   16   4.77921252E-07   3.76373580E-07  -1.03790763E-06  -1.22697929E-06
   4.34189929E-02   17   2.68725131E-07   3.30551437E-07  -7.29930631E-07  -9.21204447E-07
   4.34189929E-02   18   2.44181511E-07   2.42822850E-07  -6.25171916E-07  -7.55811360E-07
   4.34189929E-02   19   1.31076548E-07   1.55266397E-07  -3.16196413E-07  -3.84839773E-07
   4.34189929E-02   20   1.26061164E-08   1.26607792E-08   1.04294982E-06   9.63112075E-07
   4.72752650E-02  -12  -1.66682969E-07   1.43986360E-07   3.82922437E-07  -2.37035406E-07
   4.72752650E-02  -11  -1.37627520E-07   8.09452052E-08   3.61098076E-07   2.82312969E-08
   4.72752650E-02  -10  -5.96268928E-07  -3.89752836E-07   1.14359129E-06   7.82314455E-07
   4.72752650E-02   -9  -3.28180014E-07  -1.72947952E-07   1.13249038E-06   7.38114871E-07
   4.72752650E-02   -8  -1.12404959E-06  -7.43507668E-07   2.09590966E-06   1.45724050E-06
   4.72752650E-02   -7  -3.45025737E-07  -5.38265518E-07   1.87584630E-06   1.55515964E-06
   4.72752650E-02   -6  -2.03315405E-06  -9.48877056E-07   3.45490139E-06   2.17938913E-06
   4.72752650E-02   -5   1.23595061E-06  -1.41270513E-06   2.68893318E-07   2.40866465E-06
   4.72752650E-02   -4  -4.88854103E-06   9.87688324E-07   7.16243508E-06  -2.55396737E-07
   4.72752650E-02   -3   5.76765347E-06  -5.99149920E-06  -4.69527485E-06   7.79441317E-06
   4.72752650E-02   -2  -1.08046464E-05   6.02560923E-06   2.02646960E-05  -1.57146603E-05
   4.72752650E-02   -1  -7.32341486E-06   3.38876265E-05  -7.29460001E-05   8.42671535E-05
   4.72752650E-02    0   1.07059004E-03  -1.71775083E-03  -1.60932388E-03   2.51767340E-03
   4.72752650E-02    1   1.23153063E-04   1.93603171E-06  -8.83209597E-04   9.81089870E-04
   4.72752650E-02    2   7.72553547E-05  -1.42626604E-04  -2.62099473E-04   3.68968211E-04
   4.72752650E-02    3  -2.25813202E-05  -5.63128884E-06   6.80471841E-05   3.94403992E-06
   4.72752650E-02    4  -1.15413783E-05  -9.78281998E-06   9.19781268E-05  -8.37045401E-05
   4.72752650E-02    5   1.96113333E-05   1.82013638E-05  -2.91460308E-05  -4.23008433E-05
   4.72752650E-02    6   1.89464461E-05   2.00342263E-05  -3.65590075E-05  -4.25852948E-05
   4.72752650E-02    7   1.13097806E-06   1.12547605E-06  -9.25492513E-06  -1.14914936E-05
   4.72752650E-02    8   4.33044425E-06   3.32511944E-06  -8.14561602E-06  -6.82712970E-06
   4.72752650E-02    9  -1.59499731E-06  -9.52356243E-07  -2.03362559E-07  -1.11575851E-06
   4.72752650E-02   10   2.67577865E-06   1.17994797E-06  -3.71176533E-06  -2.28184801E-06
   4.72752650E-02   11  -4.79771998E-07   3.35312911E-07  -7.95801046E-07  -1.73017741E-06
   4.72752650E-02   12   1.53147563E-06   4.27155725E-07  -2.42081984E-06  -1.60567165E-06
   4.72752650E-02   13   2.01798728E-07   7.68098698E-07  -1.22855252E-06  -2.16235816E-06
   4.72752650E-02   14   9.79956007E-07   5.10531420E-07  -1.93308391E-06  -1.82942385E-06
   4.72752650E-02   15   5.00737316E-07   6.69463296E-07  -1.45690710E-06  -1.91045098E-06
   4.72752650E-02   16   6.35529439E-07   4.96610038E-07  -1.39260783E-06  -1.59051422E-06
   4.72752650E-02   17   3.56978035E-07   4.35630042E-07  -9.88294189E-07  -1.22483961E-06
   4.72752650E-02   18   3.28327008E-07   3.21574441E-07  -8.22210499E-07  -9.74416177E-07
   4.72752650E-02   19   1.74435341E-07   2.06166568E-07  -4.57356799E-07  -4.80710125E-07
   4.72752650E-02   20   1.71767630E-08   2.14627785E-08   1.44333073E-06   1.34974031E-06
   5.11315370E-02  -12  -1.83227714E-07   1.59533353E-07   4.23095888E-07  -2.76302296E-07
   5.11315370E-02  -11  -1.52352281E-07   9.26848588E-08   3.88773809E-07   1.14474277E-08
   5.11315370E-02  -10  -6.52523275E-07  -4.35134633E-07   1.25670336E-06   8.73986368E-07
   5.11315370E-02   -9  -3.67451569E-07  -1.86323488E-07   1.24845282E-06   7.98867918E-07
   5.11315370E-02   -8  -1.22307432E-06  -8.36843338E-07   2.28562290E-06   1.65197026E-06
   5.11315370E-02   -7  -3.94624707E-07  -5.72821476E-07   2.04620377E-06   1.67707860E-06
   5.11315370E-02   -6  -2.20176864E-06  -1.09138217E-06   3.71756674E-06   2.47186080E-06
   5.11315370E-02   -5   1.30753603E-06  -1.48170863E-06   3.18997354E-07   2.56079618E-06
   5.11315370E-02   -4  -5.55408918E-06   1.38400599E-06   8.23999406E-06  -9.28937128E-07
   5.11315370E-02   -3   6.20198791E-06  -6.39971572E-06  -5.05048757E-06   8.37140829E-06
   5.11315370E-02   -2  -1.43008251E-05   1.05364524E-05   2.68875367E-05  -2.45075236E-05
   5.11315370E-02   -1  -7.39749077E-06   3.45310977E-05  -7.59849825E-05   8.83612292E-05
   5.11315370E-02    0   1.09710840E-03  -1.75683775E-03  -1.64780358E-03   2.57450673E-03
   5.11315370E-02    1   1.27589609E-04   2.06189781E-06  -1.07269480E-03   1.19626001E-03
   5.11315370E-02    2   7.32554942E-05  -1.42967160E-04  -2.61071110E-04   3.74629607E-04
   5.11315370E-02    3  -2.47018648E-05  -6.55054761E-06   7.60145758E-05   4.04056536E-06
   5.11315370E-02    4  -1.27971306E-05  -1.06790309E-05   1.01765905E-04  -9.28098473E-05
   5.11315370E-02    5   2.16321743E-05   2.00525783E-05  -3.20472934E-05  -4.66079444E-05
   5.11315370E-02    6   2.08931409E-05   2.20794464E-05  -4.02766829E-05  -4.69321150E-05
   5.11315370E-02    7   1.26343990E-06   1.29904661E-06  -1.02046574E-05  -1.27264650E-05
   5.11315370E-02    8   4.80524690E-06   3.66146040E-06  -9.04396004E-06  -7.51260388E-06
   5.11315370E-02    9  -1.77088144E-06  -1.03512089E-06  -2.01861942E-07  -1.23513250E-06
   5.11315370E-02   10   2.95841872E-06   1.29536795E-06  -4.10396330E-06  -2.50816755E-06
   5.11315370E-02   11  -5.31984898E-07   3.82486436E-07  -8.71974737E-07  -1.91357299E-06
   5.11315370E-02   12   1.68745787E-06   4.67765783E-07  -2.65883070E-06  -1.76407005E-06
   5.11315370E-02   13   2.21374991E-07   8.52501444E-07  -1.33911506E-06  -2.36611599E-06
   5.11315370E-02   14   1.07850281E-06   5.61154176E-07  -2.13006901E-06  -1.99653949E-06
   5.11315370E-02   15   5.51800186E-07   7.37989965E-07  -1.59491998E-06  -2.09208829E-06
   5.11315370E-02   16   7.02199118E-07   5.45354099E-07  -1.54536936E-06  -1.72339625E-06
   5.11315370E-02   17   3.94361255E-07   4.78475253E-07  -1.10700564E-06  -1.35364449E-06
   5.11315370E-02   18   3.65570085E-07   3.53816274E-07  -9.01326552E-07  -1.05499853E-06
   5.11315370E-02   19   1.92991915E-07   2.27646019E-07  -5.34454331E-07  -5.06875107E-07
   5.11315370E-02   20   1.98308027E-08   2.61755215E-08   1.63156403E-06   1.53839125E-06
   5.49878091E-02  -12  -1.76607667E-07   1.55133564E-07   4.08636560E-07  -2.82485218E-07
   5.49878091E-02  -11  -1.46603234E-07   9.15795971E-08   3.61693490E-07  -8.25781332E-09
   5.49878091E-02  -10  -6.26628549E-07  -4.22168811E-07   1.20968751E-06   8.49842787E-07
   5.49878091E-02   -9  -3.55799837E-07  -1.81339399E-07   1.19810294E-06   7.64076335E-07
   5.49878091E-02   -8  -1.17381091E-06  -8.09050261E-07   2.19249484E-06   1.60951982E-06
   5.49878091E-02   -7  -3.75667881E-07  -5.60299938E-07   1.92687603E-06   1.61763326E-06
   5.49878091E-02   -6  -2.13249890E-06  -1.02582508E-06   3.57386434E-06   2.33485879E-06
   5.49878091E-02   -5   1.28976369E-06  -1.47317806E-06   2.30566401E-07   2.50512042E-06
   5.49878091E-02   -4  -5.71544414E-06   1.90703456E-06   8.60892764E-06  -2.00797275E-06
   5.49878091E-02   -3   6.09522326E-06  -6.26634661E-06  -5.06231669E-06   8.24738169E-06
   5.49878091E-02   -2  -1.63127141E-05   1.34637556E-05   3.13208005E-05  -3.12166243E-05
   5.49878091E-02   -1  -8.08287683E-06   3.62187017E-05  -7.87390312E-05   9.12103178E-05
   5.49878091E-02    0   1.12318354E-03  -1.79345414E-03  -1.68681201E-03   2.62782952E-03
   5.49878091E-02    1   1.34188259E-04  -1.49078352E-07  -1.24363866E-03   1.38546807E-03
   5.49878091E-02    2   7.20639941E-05  -1.41964781E-04  -2.59071132E-04   3.72702484E-04
   5.49878091E-02    3  -2.34826525E-05  -6.21892784E-06   7.34699796E-05   3.24558784E-06
   5.49878091E-02    4  -1.23603898E-05  -1.02401808E-05   9.83245913E-05  -8.98866571E-05
   5.49878091E-02    5   2.08837011E-05   1.93297079E-05  -3.08464914E-05  -4.49250753E-05
   5.49878091E-02    6   2.01591164E-05   2.12857324E-05  -3.88306727E-05  -4.52486751E-05
   5.49878091E-02    7   1.23413578E-06   1.30869209E-06  -9.84353725E-06  -1.23284916E-05
   5.49878091E-02    8   4.66444624E-06   3.52692373E-06  -8.78241764E-06  -7.23394977E-06
   5.49878091E-02    9  -1.72002181E-06  -9.84238630E-07  -1.73310598E-07  -1.19451550E-06
   5.49878091E-02   10   2.86143477E-06   1.24408056E-06  -3.97076726E-06  -2.41180936E-06
   5.49878091E-02   11  -5.16033333E-07   3.80988196E-07  -8.36125532E-07  -1.85011542E-06
   5.49878091E-02   12   1.62665743E-06   4.48032809E-07  -2.55957908E-06  -1.69984129E-06
   5.49878091E-02   13   2.12400435E-07   8.27606341E-07  -1.27368685E-06  -2.26722661E-06
   5.49878091E-02   14   1.03841766E-06   5.39411457E-07  -2.05623030E-06  -1.90609482E-06
   5.49878091E-02   15   5.31964122E-07   7.11907217E-07  -1.52610988E-06  -2.00818903E-06
   5.49878091E-02   16   6.78679780E-07   5.23653852E-07  -1.49718257E-06  -1.63157410E-06
   5.49878091E-02   17   3.81235525E-07   4.59955784E-07  -1.08575469E-06  -1.30858073E-06
   5.49878091E-02   18   3.55972927E-07   3.40200452E-07  -8.64945939E-07  -1.00099295E-06
   5.49878091E-02   19   1.86843005E-07   2.19972136E-07  -5.44969384E-07  -4.66920312E-07
