 IPEC_CONTROL_FUN: Plasma response for an external perturbation on the control surface in functions
 
    mthsurf = 960
  vacuum energy =   1.40728172E+01
 surface energy =   2.21900113E+01
  plasma energy =   1.65856186E+01
 
 jac_type = boozer          
 
                r                z        real(xin)        imag(xin)       real(xout)       imag(xout)        real(bin)        imag(bin)       real(bout)       imag(bout)
   1.16155741E+00   6.48629560E-01   5.98232977E-03  -1.14066384E-03   3.67246814E-04  -9.72661144E-04  -9.07518282E-04  -2.08692421E-04  -8.17938738E-04  -4.96483279E-04
   1.16046439E+00   6.44197480E-01   5.94245999E-03  -9.72141218E-04   3.73862372E-04  -9.64730525E-04  -9.06087148E-04  -2.08182214E-04  -8.15667620E-04  -4.96450385E-04
   1.15937032E+00   6.39732910E-01   5.89873498E-03  -8.06365408E-04   3.80382309E-04  -9.57003480E-04  -9.04630548E-04  -2.07494934E-04  -8.13374511E-04  -4.96131189E-04
   1.15827537E+00   6.35235873E-01   5.85126858E-03  -6.43393670E-04   3.86816606E-04  -9.49469595E-04  -9.03177051E-04  -2.06645406E-04  -8.11112704E-04  -4.95513195E-04
   1.15717971E+00   6.30706397E-01   5.80017405E-03  -4.83278578E-04   3.93172657E-04  -9.42115086E-04  -9.01754205E-04  -2.05651798E-04  -8.08935318E-04  -4.94590644E-04
   1.15608351E+00   6.26144522E-01   5.74556387E-03  -3.26068184E-04   3.99455065E-04  -9.34923223E-04  -9.00388075E-04  -2.04535357E-04  -8.06894369E-04  -4.93364473E-04
   1.15498693E+00   6.21550294E-01   5.68754955E-03  -1.71806214E-04   4.05665496E-04  -9.27874776E-04  -8.99102794E-04  -2.03320091E-04  -8.05039866E-04  -4.91842148E-04
   1.15389014E+00   6.16923760E-01   5.62624145E-03  -2.05322735E-05   4.11802593E-04  -9.20948502E-04  -8.97920169E-04  -2.02032386E-04  -8.03418941E-04  -4.90037382E-04
   1.15279331E+00   6.12264964E-01   5.56174866E-03   1.27717933E-04   4.17861947E-04  -9.14121638E-04  -8.96859329E-04  -2.00700594E-04  -8.02075045E-04  -4.87969743E-04
   1.15169656E+00   6.07573944E-01   5.49417882E-03   2.72912372E-04   4.23836127E-04  -9.07370408E-04  -8.95936422E-04  -1.99354571E-04  -8.01047202E-04  -4.85664148E-04
   1.15060005E+00   6.02850736E-01   5.42363806E-03   4.15022441E-04   4.29714774E-04  -9.00670525E-04  -8.95164373E-04  -1.98025189E-04  -8.00369355E-04  -4.83150274E-04
   1.14950392E+00   5.98095383E-01   5.35023088E-03   5.54022725E-04   4.35484745E-04  -8.93997690E-04  -8.94552704E-04  -1.96743826E-04  -8.00069801E-04  -4.80461886E-04
   1.14840830E+00   5.93308002E-01   5.27406009E-03   6.89890754E-04   4.41130319E-04  -8.87328073E-04  -8.94107418E-04  -1.95541842E-04  -8.00170731E-04  -4.77636088E-04
   1.14731337E+00   5.88488785E-01   5.19522676E-03   8.22606754E-04   4.46633445E-04  -8.80638764E-04  -8.93830943E-04  -1.94450049E-04  -8.00687881E-04  -4.74712528E-04
   1.14621925E+00   5.83637926E-01   5.11383022E-03   9.52153407E-04   4.51974043E-04  -8.73908200E-04  -8.93722158E-04  -1.93498193E-04  -8.01630300E-04  -4.71732567E-04
   1.14512611E+00   5.78755627E-01   5.02996802E-03   1.07851561E-03   4.57130340E-04  -8.67116552E-04  -8.93776462E-04  -1.92714442E-04  -8.03000234E-04  -4.68738410E-04
   1.14403410E+00   5.73842118E-01   4.94373597E-03   1.20168027E-03   4.62079242E-04  -8.60246068E-04  -8.93985933E-04  -1.92124901E-04  -8.04793141E-04  -4.65772249E-04
   1.14294336E+00   5.68897642E-01   4.85522816E-03   1.32163603E-03   4.66796735E-04  -8.53281365E-04  -8.94339524E-04  -1.91753162E-04  -8.06997815E-04  -4.62875402E-04
   1.14185404E+00   5.63922445E-01   4.76453703E-03   1.43837314E-03   4.71258301E-04  -8.46209673E-04  -8.94823331E-04  -1.91619886E-04  -8.09596637E-04  -4.60087481E-04
   1.14076629E+00   5.58916776E-01   4.67175341E-03   1.55188320E-03   4.75439353E-04  -8.39021023E-04  -8.95420908E-04  -1.91742440E-04  -8.12565931E-04  -4.57445604E-04
   1.13968028E+00   5.53880895E-01   4.57696660E-03   1.66215904E-03   4.79315665E-04  -8.31708381E-04  -8.96113626E-04  -1.92134584E-04  -8.15876432E-04  -4.54983655E-04
   1.13859616E+00   5.48815063E-01   4.48026449E-03   1.76919452E-03   4.82863814E-04  -8.24267712E-04  -8.96881073E-04  -1.92806214E-04  -8.19493842E-04  -4.52731620E-04
   1.13751411E+00   5.43719543E-01   4.38173360E-03   1.87298442E-03   4.86061593E-04  -8.16698008E-04  -8.97701482E-04  -1.93763176E-04  -8.23379479E-04  -4.50714995E-04
   1.13643432E+00   5.38594591E-01   4.28145926E-03   1.97352432E-03   4.88888423E-04  -8.09001235E-04  -8.98552185E-04  -1.95007141E-04  -8.27490992E-04  -4.48954292E-04
   1.13535704E+00   5.33440448E-01   4.17952566E-03   2.07081050E-03   4.91325727E-04  -8.01182250E-04  -8.99410079E-04  -1.96535551E-04  -8.31783144E-04  -4.47464641E-04
   1.13428256E+00   5.28257354E-01   4.07601597E-03   2.16483985E-03   4.93357284E-04  -7.93248648E-04  -9.00252102E-04  -1.98341638E-04  -8.36208631E-04  -4.46255495E-04
   1.13321112E+00   5.23045551E-01   3.97101248E-03   2.25560984E-03   4.94969531E-04  -7.85210571E-04  -9.01055697E-04  -2.00414511E-04  -8.40718938E-04  -4.45330452E-04
   1.13214302E+00   5.17805256E-01   3.86459668E-03   2.34311848E-03   4.96151837E-04  -7.77080476E-04  -9.01799272E-04  -2.02739311E-04  -8.45265205E-04  -4.44687190E-04
   1.13107853E+00   5.12536667E-01   3.75684937E-03   2.42736428E-03   4.96896723E-04  -7.68872862E-04  -9.02462639E-04  -2.05297436E-04  -8.49799093E-04  -4.44317510E-04
   1.13001797E+00   5.07239979E-01   3.64785075E-03   2.50834630E-03   4.97200026E-04  -7.60603966E-04  -9.03027418E-04  -2.08066824E-04  -8.54273636E-04  -4.44207496E-04
   1.12896160E+00   5.01915390E-01   3.53768055E-03   2.58606412E-03   4.97061018E-04  -7.52291438E-04  -9.03477412E-04  -2.11022299E-04  -8.58644051E-04  -4.44337789E-04
   1.12790970E+00   4.96563095E-01   3.42641803E-03   2.66051790E-03   4.96482468E-04  -7.43953995E-04  -9.03798935E-04  -2.14135968E-04  -8.62868514E-04  -4.44683956E-04
   1.12686251E+00   4.91183287E-01   3.31414214E-03   2.73170844E-03   4.95470639E-04  -7.35611065E-04  -9.03981091E-04  -2.17377657E-04  -8.66908861E-04  -4.45216957E-04
   1.12582029E+00   4.85776162E-01   3.20093150E-03   2.79963722E-03   4.94035242E-04  -7.27282429E-04  -9.04015999E-04  -2.20715395E-04  -8.70731230E-04  -4.45903708E-04
   1.12478327E+00   4.80341917E-01   3.08686447E-03   2.86430651E-03   4.92189327E-04  -7.18987861E-04  -9.03898962E-04  -2.24115917E-04  -8.74306604E-04  -4.46707707E-04
   1.12375172E+00   4.74880778E-01   2.97201917E-03   2.92571941E-03   4.89949119E-04  -7.10746781E-04  -9.03628566E-04  -2.27545202E-04  -8.77611274E-04  -4.47589734E-04
   1.12272586E+00   4.69392976E-01   2.85647352E-03   2.98387995E-03   4.87333814E-04  -7.02577927E-04  -9.03206726E-04  -2.30969004E-04  -8.80627187E-04  -4.48508594E-04
   1.12170595E+00   4.63878738E-01   2.74030517E-03   3.03879322E-03   4.84365317E-04  -6.94499040E-04  -9.02638660E-04  -2.34353407E-04  -8.83342197E-04  -4.49421907E-04
   1.12069220E+00   4.58338355E-01   2.62359157E-03   3.09046543E-03   4.81067947E-04  -6.86526586E-04  -9.01932800E-04  -2.37665353E-04  -8.85750198E-04  -4.50286908E-04
   1.11968484E+00   4.52772242E-01   2.50640986E-03   3.13890398E-03   4.77468105E-04  -6.78675505E-04  -9.01100644E-04  -2.40873172E-04  -8.87851150E-04  -4.51061263E-04
   1.11868406E+00   4.47180824E-01   2.38883684E-03   3.18411763E-03   4.73593906E-04  -6.70958996E-04  -9.00156541E-04  -2.43947073E-04  -8.89650981E-04  -4.51703871E-04
   1.11769004E+00   4.41564519E-01   2.27094896E-03   3.22611652E-03   4.69474791E-04  -6.63388349E-04  -8.99117427E-04  -2.46859613E-04  -8.91161392E-04  -4.52175646E-04
   1.11670300E+00   4.35923740E-01   2.15282218E-03   3.26491227E-03   4.65141126E-04  -6.55972806E-04  -8.98002506E-04  -2.49586120E-04  -8.92399549E-04  -4.52440260E-04
   1.11572320E+00   4.30258899E-01   2.03453192E-03   3.30051806E-03   4.60623780E-04  -6.48719484E-04  -8.96832882E-04  -2.52105064E-04  -8.93387670E-04  -4.52464834E-04
   1.11475087E+00   4.24570399E-01   1.91615297E-03   3.33294872E-03   4.55953706E-04  -6.41633324E-04  -8.95631165E-04  -2.54398386E-04  -8.94152532E-04  -4.52220563E-04
   1.11378626E+00   4.18858636E-01   1.79775936E-03   3.36222071E-03   4.51161530E-04  -6.34717103E-04  -8.94421026E-04  -2.56451753E-04  -8.94724887E-04  -4.51683270E-04
   1.11282963E+00   4.13123994E-01   1.67942431E-03   3.38835226E-03   4.46277139E-04  -6.27971478E-04  -8.93226747E-04  -2.58254759E-04  -8.95138810E-04  -4.50833870E-04
   1.11188129E+00   4.07366851E-01   1.56122004E-03   3.41136331E-03   4.41329295E-04  -6.21395079E-04  -8.92072740E-04  -2.59801055E-04  -8.95430988E-04  -4.49658741E-04
   1.11094151E+00   4.01587575E-01   1.44321775E-03   3.43127557E-03   4.36345269E-04  -6.14984637E-04  -8.90983075E-04  -2.61088412E-04  -8.95639968E-04  -4.48149991E-04
   1.11001056E+00   3.95786516E-01   1.32548740E-03   3.44811252E-03   4.31350504E-04  -6.08735156E-04  -8.89980995E-04  -2.62118712E-04  -8.95805369E-04  -4.46305627E-04
   1.10908872E+00   3.89963973E-01   1.20809771E-03   3.46189940E-03   4.26368315E-04  -6.02640114E-04  -8.89088457E-04  -2.62897869E-04  -8.95967077E-04  -4.44129606E-04
   1.10817629E+00   3.84120225E-01   1.09111595E-03   3.47266314E-03   4.21419622E-04  -5.96691690E-04  -8.88325676E-04  -2.63435689E-04  -8.96164451E-04  -4.41631782E-04
   1.10727353E+00   3.78255545E-01   9.74607910E-04   3.48043237E-03   4.16522733E-04  -5.90881022E-04  -8.87710716E-04  -2.63745654E-04  -8.96435528E-04  -4.38827746E-04
   1.10638071E+00   3.72370195E-01   8.58637756E-04   3.48523734E-03   4.11693167E-04  -5.85198476E-04  -8.87259101E-04  -2.63844655E-04  -8.96816267E-04  -4.35738551E-04
   1.10549815E+00   3.66464437E-01   7.43267969E-04   3.48710985E-03   4.06943527E-04  -5.79633935E-04  -8.86983477E-04  -2.63752666E-04  -8.97339830E-04  -4.32390352E-04
   1.10462616E+00   3.60538525E-01   6.28559259E-04   3.48608318E-03   4.02283424E-04  -5.74177088E-04  -8.86893324E-04  -2.63492365E-04  -8.98035924E-04  -4.28813942E-04
   1.10376503E+00   3.54592700E-01   5.14570493E-04   3.48219199E-03   3.97719452E-04  -5.68817725E-04  -8.86994721E-04  -2.63088715E-04  -8.98930208E-04  -4.25044206E-04
   1.10291505E+00   3.48627217E-01   4.01358648E-04   3.47547221E-03   3.93255206E-04  -5.63546024E-04  -8.87290169E-04  -2.62568509E-04  -9.00043780E-04  -4.21119502E-04
   1.10207649E+00   3.42642341E-01   2.88978768E-04   3.46596096E-03   3.88891353E-04  -5.58352834E-04  -8.87778484E-04  -2.61959890E-04  -9.01392753E-04  -4.17080980E-04
   1.10124965E+00   3.36638325E-01   1.77483936E-04   3.45369640E-03   3.84625756E-04  -5.53229931E-04  -8.88454747E-04  -2.61291845E-04  -9.02987922E-04  -4.12971849E-04
   1.10043475E+00   3.30615407E-01   6.69252639E-05   3.43871765E-03   3.80453626E-04  -5.48170262E-04  -8.89310330E-04  -2.60593697E-04  -9.04834545E-04  -4.08836609E-04
   1.09963198E+00   3.24573815E-01  -4.26481027E-05   3.42106460E-03   3.76367730E-04  -5.43168166E-04  -8.90332982E-04  -2.59894594E-04  -9.06932213E-04  -4.04720259E-04
   1.09884145E+00   3.18513756E-01  -1.51188969E-04   3.40077788E-03   3.72358627E-04  -5.38219549E-04  -8.91506984E-04  -2.59223003E-04  -9.09274845E-04  -4.00667501E-04
   1.09806330E+00   3.12435424E-01  -2.58652056E-04   3.37789863E-03   3.68414932E-04  -5.33322046E-04  -8.92813370E-04  -2.58606225E-04  -9.11850779E-04  -3.96721944E-04
   1.09729762E+00   3.06339027E-01  -3.64993951E-04   3.35246848E-03   3.64523619E-04  -5.28475137E-04  -8.94230205E-04  -2.58069932E-04  -9.14642972E-04  -3.92925340E-04
   1.09654458E+00   3.00224906E-01  -4.70173052E-04   3.32452933E-03   3.60670328E-04  -5.23680218E-04  -8.95732915E-04  -2.57637746E-04  -9.17629307E-04  -3.89316843E-04
   1.09580434E+00   2.94093419E-01  -5.74149483E-04   3.29412332E-03   3.56839701E-04  -5.18940648E-04  -8.97294679E-04  -2.57330846E-04  -9.20782989E-04  -3.85932330E-04
   1.09507704E+00   2.87944901E-01  -6.76885019E-04   3.26129266E-03   3.53015720E-04  -5.14261742E-04  -8.98886852E-04  -2.57167634E-04  -9.24073032E-04  -3.82803774E-04
   1.09436278E+00   2.81779709E-01  -7.78342978E-04   3.22607959E-03   3.49182046E-04  -5.09650733E-04  -9.00479429E-04  -2.57163447E-04  -9.27464830E-04  -3.79958690E-04
   1.09366172E+00   2.75598248E-01  -8.78488122E-04   3.18852621E-03   3.45322361E-04  -5.05116686E-04  -9.02041541E-04  -2.57330334E-04  -9.30920789E-04  -3.77419673E-04
   1.09297395E+00   2.69400913E-01  -9.77286536E-04   3.14867449E-03   3.41420695E-04  -5.00670382E-04  -9.03541964E-04  -2.57676892E-04  -9.34401022E-04  -3.75204016E-04
   1.09229956E+00   2.63188071E-01  -1.07470551E-03   3.10656611E-03   3.37461742E-04  -4.96324167E-04  -9.04949646E-04  -2.58208162E-04  -9.37864087E-04  -3.73323436E-04
   1.09163862E+00   2.56960096E-01  -1.17071342E-03   3.06224249E-03   3.33431157E-04  -4.92091756E-04  -9.06234230E-04  -2.58925598E-04  -9.41267751E-04  -3.71783891E-04
   1.09099119E+00   2.50717361E-01  -1.26527958E-03   3.01574466E-03   3.29315822E-04  -4.87988028E-04  -9.07366573E-04  -2.59827099E-04  -9.44569774E-04  -3.70585515E-04
   1.09035729E+00   2.44460215E-01  -1.35837413E-03   2.96711330E-03   3.25104092E-04  -4.84028778E-04  -9.08319246E-04  -2.60907110E-04  -9.47728693E-04  -3.69722655E-04
   1.08973695E+00   2.38188997E-01  -1.44996791E-03   2.91638867E-03   3.20786003E-04  -4.80230461E-04  -9.09067013E-04  -2.62156777E-04  -9.50704596E-04  -3.69184008E-04
   1.08913020E+00   2.31904172E-01  -1.54003230E-03   2.86361062E-03   3.16353443E-04  -4.76609916E-04  -9.09587275E-04  -2.63564172E-04  -9.53459860E-04  -3.68952873E-04
   1.08853709E+00   2.25606259E-01  -1.62853915E-03   2.80881860E-03   3.11800292E-04  -4.73184077E-04  -9.09860467E-04  -2.65114570E-04  -9.55959858E-04  -3.69007492E-04
   1.08795763E+00   2.19295746E-01  -1.71546060E-03   2.75205167E-03   3.07122519E-04  -4.69969688E-04  -9.09870415E-04  -2.66790775E-04  -9.58173606E-04  -3.69321487E-04
   1.08739183E+00   2.12973113E-01  -1.80076904E-03   2.69334851E-03   3.02318233E-04  -4.66983010E-04  -9.09604634E-04  -2.68573489E-04  -9.60074345E-04  -3.69864376E-04
   1.08683976E+00   2.06638894E-01  -1.88443695E-03   2.63274749E-03   2.97387705E-04  -4.64239536E-04  -9.09054563E-04  -2.70441723E-04  -9.61640044E-04  -3.70602172E-04
   1.08630148E+00   2.00293616E-01  -1.96643683E-03   2.57028671E-03   2.92333344E-04  -4.61753724E-04  -9.08215741E-04  -2.72373231E-04  -9.62853823E-04  -3.71498034E-04
   1.08577702E+00   1.93937779E-01  -2.04674113E-03   2.50600403E-03   2.87159630E-04  -4.59538736E-04  -9.07087913E-04  -2.74344970E-04  -9.63704272E-04  -3.72512971E-04
   1.08526644E+00   1.87571885E-01  -2.12532216E-03   2.43993717E-03   2.81873024E-04  -4.57606203E-04  -9.05675062E-04  -2.76333572E-04  -9.64185684E-04  -3.73606593E-04
   1.08476989E+00   1.81196476E-01  -2.20215206E-03   2.37212375E-03   2.76481831E-04  -4.55966020E-04  -9.03985377E-04  -2.78315815E-04  -9.64298167E-04  -3.74737868E-04
   1.08428749E+00   1.74812074E-01  -2.27720273E-03   2.30260137E-03   2.70996039E-04  -4.54626159E-04  -9.02031149E-04  -2.80269093E-04  -9.64047664E-04  -3.75865902E-04
   1.08381932E+00   1.68419180E-01  -2.35044581E-03   2.23140769E-03   2.65427133E-04  -4.53592523E-04  -8.99828592E-04  -2.82171874E-04  -9.63445860E-04  -3.76950708E-04
   1.08336557E+00   1.62018290E-01  -2.42185270E-03   2.15858054E-03   2.59787883E-04  -4.52868834E-04  -8.97397606E-04  -2.84004131E-04  -9.62509984E-04  -3.77953954E-04
   1.08292645E+00   1.55609905E-01  -2.49139449E-03   2.08415793E-03   2.54092113E-04  -4.52456552E-04  -8.94761474E-04  -2.85747743E-04  -9.61262511E-04  -3.78839680E-04
   1.08250217E+00   1.49194506E-01  -2.55904204E-03   2.00817818E-03   2.48354465E-04  -4.52354838E-04  -8.91946504E-04  -2.87386864E-04  -9.59730769E-04  -3.79574969E-04
   1.08209291E+00   1.42772560E-01  -2.62476598E-03   1.93068000E-03   2.42590141E-04  -4.52560555E-04  -8.88981617E-04  -2.88908239E-04  -9.57946454E-04  -3.80130550E-04
   1.08169886E+00   1.36344541E-01  -2.68853672E-03   1.85170253E-03   2.36814654E-04  -4.53068306E-04  -8.85897894E-04  -2.90301474E-04  -9.55945073E-04  -3.80481342E-04
   1.08132020E+00   1.29910923E-01  -2.75032455E-03   1.77128542E-03   2.31043578E-04  -4.53870508E-04  -8.82728086E-04  -2.91559253E-04  -9.53765306E-04  -3.80606913E-04
   1.08095711E+00   1.23472161E-01  -2.81009968E-03   1.68946891E-03   2.25292298E-04  -4.54957507E-04  -8.79506095E-04  -2.92677487E-04  -9.51448323E-04  -3.80491841E-04
   1.08060971E+00   1.17028702E-01  -2.86783231E-03   1.60629385E-03   2.19575777E-04  -4.56317725E-04  -8.76266437E-04  -2.93655408E-04  -9.49037044E-04  -3.80125995E-04
   1.08027816E+00   1.10581000E-01  -2.92349272E-03   1.52180180E-03   2.13908338E-04  -4.57937836E-04  -8.73043691E-04  -2.94495594E-04  -9.46575379E-04  -3.79504699E-04
   1.07996256E+00   1.04129497E-01  -2.97705135E-03   1.43603500E-03   2.08303464E-04  -4.59802974E-04  -8.69871958E-04  -2.95203932E-04  -9.44107442E-04  -3.78628804E-04
   1.07966302E+00   9.76746246E-02  -3.02847889E-03   1.34903646E-03   2.02773618E-04  -4.61896964E-04  -8.66784311E-04  -2.95789514E-04  -9.41676764E-04  -3.77504646E-04
   1.07937967E+00   9.12168114E-02  -3.07774640E-03   1.26084994E-03   1.97330096E-04  -4.64202572E-04  -8.63812281E-04  -2.96264470E-04  -9.39325519E-04  -3.76143905E-04
   1.07911270E+00   8.47564976E-02  -3.12482540E-03   1.17152000E-03   1.91982900E-04  -4.66701769E-04  -8.60985359E-04  -2.96643746E-04  -9.37093774E-04  -3.74563355E-04
   1.07886230E+00   7.82941199E-02  -3.16968798E-03   1.08109194E-03   1.86740648E-04  -4.69376014E-04  -8.58330534E-04  -2.96944820E-04  -9.35018780E-04  -3.72784527E-04
   1.07862863E+00   7.18301089E-02  -3.21230690E-03   9.89611871E-04   1.81610507E-04  -4.72206531E-04  -8.55871879E-04  -2.97187367E-04  -9.33134312E-04  -3.70833266E-04
   1.07841187E+00   6.53648861E-02  -3.25265570E-03   8.97126625E-04   1.76598170E-04  -4.75174596E-04  -8.53630179E-04  -2.97392890E-04  -9.31470077E-04  -3.68739223E-04
   1.07821221E+00   5.88988659E-02  -3.29070881E-03   8.03683769E-04   1.71707848E-04  -4.78261815E-04  -8.51622623E-04  -2.97584296E-04  -9.30051192E-04  -3.66535254E-04
   1.07802979E+00   5.24324609E-02  -3.32644162E-03   7.09331555E-04   1.66942313E-04  -4.81450397E-04  -8.49862553E-04  -2.97785461E-04  -9.28897755E-04  -3.64256773E-04
   1.07786478E+00   4.59660720E-02  -3.35983061E-03   6.14118880E-04   1.62302952E-04  -4.84723406E-04  -8.48359279E-04  -2.98020751E-04  -9.28024499E-04  -3.61941046E-04
   1.07771731E+00   3.95000042E-02  -3.39085342E-03   5.18095230E-04   1.57789861E-04  -4.88065004E-04  -8.47117963E-04  -2.98314554E-04  -9.27440549E-04  -3.59626445E-04
   1.07758755E+00   3.30345145E-02  -3.41948893E-03   4.21310628E-04   1.53401958E-04  -4.91460667E-04  -8.46139571E-04  -2.98690784E-04  -9.27149287E-04  -3.57351692E-04
   1.07747562E+00   2.65698630E-02  -3.44571731E-03   3.23815568E-04   1.49137126E-04  -4.94897373E-04  -8.45420902E-04  -2.99172404E-04  -9.27148312E-04  -3.55155078E-04
   1.07738164E+00   2.01063149E-02  -3.46952013E-03   2.25660947E-04   1.44992366E-04  -4.98363763E-04  -8.44954678E-04  -2.99780959E-04  -9.27429514E-04  -3.53073696E-04
   1.07730571E+00   1.36441455E-02  -3.49088038E-03   1.26898000E-04   1.40963972E-04  -5.01850279E-04  -8.44729710E-04  -3.00536128E-04  -9.27979250E-04  -3.51142694E-04
   1.07724791E+00   7.18363563E-03  -3.50978251E-03   2.75782216E-05   1.37047716E-04  -5.05349249E-04  -8.44731126E-04  -3.01455305E-04  -9.28778623E-04  -3.49394558E-04
   1.07720829E+00   7.25071306E-04  -3.52621247E-03  -7.22467035E-05   1.33239043E-04  -5.08854962E-04  -8.44940656E-04  -3.02553228E-04  -9.29803854E-04  -3.47858448E-04
   1.07718690E+00  -5.73126028E-03  -3.54015772E-03  -1.72524975E-04   1.29533264E-04  -5.12363683E-04  -8.45336984E-04  -3.03841638E-04  -9.31026745E-04  -3.46559584E-04
   1.07718377E+00  -1.21850750E-02  -3.55160728E-03  -2.73204746E-04   1.25925753E-04  -5.15873655E-04  -8.45896135E-04  -3.05329002E-04  -9.32415223E-04  -3.45518717E-04
   1.07719891E+00  -1.86360830E-02  -3.56055165E-03  -3.74234196E-04   1.22412139E-04  -5.19385048E-04  -8.46591916E-04  -3.07020291E-04  -9.33933954E-04  -3.44751670E-04
   1.07723232E+00  -2.50839879E-02  -3.56698286E-03  -4.75561592E-04   1.18988487E-04  -5.22899886E-04  -8.47396384E-04  -3.08916811E-04  -9.35545014E-04  -3.44268975E-04
   1.07728396E+00  -3.15285082E-02  -3.57089445E-03  -5.77135349E-04   1.15651468E-04  -5.26421938E-04  -8.48280346E-04  -3.11016112E-04  -9.37208606E-04  -3.44075606E-04
   1.07735377E+00  -3.79693770E-02  -3.57228137E-03  -6.78904088E-04   1.12398513E-04  -5.29956577E-04  -8.49213869E-04  -3.13311955E-04  -9.38883816E-04  -3.44170819E-04
   1.07744166E+00  -4.44063213E-02  -3.57114003E-03  -7.80816679E-04   1.09227942E-04  -5.33510621E-04  -8.50166809E-04  -3.15794350E-04  -9.40529381E-04  -3.44548089E-04
   1.07754755E+00  -5.08390601E-02  -3.56746815E-03  -8.82822287E-04   1.06139085E-04  -5.37092140E-04  -8.51109324E-04  -3.18449663E-04  -9.42104465E-04  -3.45195166E-04
   1.07767133E+00  -5.72673056E-02  -3.56126481E-03  -9.84870398E-04   1.03132360E-04  -5.40710251E-04  -8.52012395E-04  -3.21260791E-04  -9.43569421E-04  -3.46094228E-04
   1.07781290E+00  -6.36907614E-02  -3.55253028E-03  -1.08691085E-03   1.00209342E-04  -5.44374897E-04  -8.52848307E-04  -3.24207396E-04  -9.44886539E-04  -3.47222148E-04
   1.07797214E+00  -7.01091208E-02  -3.54126602E-03  -1.18889384E-03   9.73727915E-05  -5.48096609E-04  -8.53591124E-04  -3.27266206E-04  -9.46020743E-04  -3.48550854E-04
   1.07814892E+00  -7.65220631E-02  -3.52747458E-03  -1.29076995E-03   9.46266672E-05  -5.51886268E-04  -8.54217109E-04  -3.30411368E-04  -9.46940244E-04  -3.50047790E-04
   1.07834312E+00  -8.29292443E-02  -3.51115952E-03  -1.39249010E-03   9.19760999E-05  -5.55754865E-04  -8.54705114E-04  -3.33614850E-04  -9.47617133E-04  -3.51676453E-04
   1.07855460E+00  -8.93303044E-02  -3.49232535E-03  -1.49400559E-03   8.94273463E-05  -5.59713255E-04  -8.55036910E-04  -3.36846891E-04  -9.48027892E-04  -3.53397021E-04
   1.07878322E+00  -9.57248696E-02  -3.47097742E-03  -1.59526804E-03   8.69877136E-05  -5.63771923E-04  -8.55197472E-04  -3.40076479E-04  -9.48153825E-04  -3.55167032E-04
   1.07902882E+00  -1.02112558E-01  -3.44712184E-03  -1.69622936E-03   8.46654603E-05  -5.67940766E-04  -8.55175192E-04  -3.43271862E-04  -9.47981396E-04  -3.56942124E-04
   1.07929125E+00  -1.08492985E-01  -3.42076546E-03  -1.79684173E-03   8.24696746E-05  -5.72228879E-04  -8.54962035E-04  -3.46401073E-04  -9.47502472E-04  -3.58676815E-04
   1.07957035E+00  -1.14865749E-01  -3.39191570E-03  -1.89705755E-03   8.04101320E-05  -5.76644362E-04  -8.54553630E-04  -3.49432473E-04  -9.46714455E-04  -3.60325308E-04
   1.07986593E+00  -1.21230435E-01  -3.36058056E-03  -1.99682936E-03   7.84971368E-05  -5.81194158E-04  -8.53949287E-04  -3.52335281E-04  -9.45620320E-04  -3.61842300E-04
   1.08017786E+00  -1.27586640E-01  -3.32676850E-03  -2.09610980E-03   7.67413499E-05  -5.85883898E-04  -8.53151949E-04  -3.55080103E-04  -9.44228531E-04  -3.63183802E-04
   1.08050604E+00  -1.33933969E-01  -3.29048841E-03  -2.19485154E-03   7.51536062E-05  -5.90717788E-04  -8.52168081E-04  -3.57639444E-04  -9.42552870E-04  -3.64307926E-04
   1.08085036E+00  -1.40272004E-01  -3.25174955E-03  -2.29300720E-03   7.37447258E-05  -5.95698517E-04  -8.51007486E-04  -3.59988184E-04  -9.40612149E-04  -3.65175649E-04
   1.08121070E+00  -1.46600312E-01  -3.21056147E-03  -2.39052927E-03   7.25253228E-05  -6.00827190E-04  -8.49683074E-04  -3.62104027E-04  -9.38429831E-04  -3.65751524E-04
   1.08158692E+00  -1.52918454E-01  -3.16693402E-03  -2.48737005E-03   7.15056163E-05  -6.06103299E-04  -8.48210556E-04  -3.63967898E-04  -9.36033565E-04  -3.66004333E-04
   1.08197888E+00  -1.59225978E-01  -3.12087730E-03  -2.58348153E-03   7.06952458E-05  -6.11524718E-04  -8.46608110E-04  -3.65564296E-04  -9.33454633E-04  -3.65907669E-04
   1.08238640E+00  -1.65522411E-01  -3.07240164E-03  -2.67881537E-03   7.01030970E-05  -6.17087731E-04  -8.44895982E-04  -3.66881581E-04  -9.30727334E-04  -3.65440433E-04
   1.08280931E+00  -1.71807282E-01  -3.02151758E-03  -2.77332274E-03   6.97371402E-05  -6.22787082E-04  -8.43096064E-04  -3.67912207E-04  -9.27888296E-04  -3.64587242E-04
   1.08324757E+00  -1.78080191E-01  -2.96823587E-03  -2.86695431E-03   6.96042843E-05  -6.28616059E-04  -8.41231442E-04  -3.68652880E-04  -9.24975761E-04  -3.63338730E-04
   1.08370113E+00  -1.84340736E-01  -2.91256751E-03  -2.95966013E-03   6.97102515E-05  -6.34566596E-04  -8.39325917E-04  -3.69104653E-04  -9.22028817E-04  -3.61691753E-04
