 IPEC_CONTROL_FUN: Plasma response for an external perturbation on the control surface in functions
 
    mthsurf = 960
  vacuum energy =   1.40728172E+01
 surface energy =   2.21900113E+01
  plasma energy =   1.65856186E+01
 
 jac_type = boozer          
 
                r                z        real(xin)        imag(xin)       real(xout)       imag(xout)        real(bin)        imag(bin)       real(bout)       imag(bout)
   1.54421150E+00  -9.48448442E-01   5.37547332E-03  -8.56833659E-03   4.93626175E-04  -1.58174145E-03  -3.07173502E-04  -2.90992397E-04  -4.18342691E-04  -2.52233335E-04
   1.54797529E+00  -9.47327542E-01   5.53332797E-03  -8.32761052E-03   5.10478224E-04  -1.55809291E-03  -2.99386595E-04  -2.90585782E-04  -4.00587717E-04  -2.40810531E-04
   1.55178370E+00  -9.46162493E-01   5.68257371E-03  -8.08477613E-03   5.27279111E-04  -1.53346877E-03  -2.92168758E-04  -2.89692757E-04  -3.82913117E-04  -2.28139295E-04
   1.55563744E+00  -9.44952428E-01   5.82323254E-03  -7.84013218E-03   5.44030916E-04  -1.50783430E-03  -2.85601457E-04  -2.88316675E-04  -3.65499384E-04  -2.14229908E-04
   1.55953715E+00  -9.43696450E-01   5.95533288E-03  -7.59397395E-03   5.60725437E-04  -1.48115660E-03  -2.79760205E-04  -2.86469351E-04  -3.48525896E-04  -1.99110998E-04
   1.56348351E+00  -9.42393634E-01   6.07890949E-03  -7.34659330E-03   5.77344134E-04  -1.45340568E-03  -2.74713153E-04  -2.84170607E-04  -3.32168076E-04  -1.82829187E-04
   1.56747722E+00  -9.41043041E-01   6.19400349E-03  -7.09827861E-03   5.93858259E-04  -1.42455552E-03  -2.70519766E-04  -2.81447651E-04  -3.16594585E-04  -1.65448401E-04
   1.57151897E+00  -9.39643696E-01   6.30066246E-03  -6.84931481E-03   6.10229139E-04  -1.39458512E-03  -2.67229596E-04  -2.78334297E-04  -3.01964608E-04  -1.47048850E-04
   1.57560940E+00  -9.38194589E-01   6.39894053E-03  -6.59998325E-03   6.26408637E-04  -1.36347940E-03  -2.64881181E-04  -2.74870040E-04  -2.88425269E-04  -1.27725686E-04
   1.57974917E+00  -9.36694704E-01   6.48889852E-03  -6.35056157E-03   6.42339766E-04  -1.33123012E-03  -2.63501087E-04  -2.71098989E-04  -2.76109222E-04  -1.07587375E-04
   1.58393889E+00  -9.35143013E-01   6.57060415E-03  -6.10132356E-03   6.57957447E-04  -1.29783659E-03  -2.63103118E-04  -2.67068699E-04  -2.65132455E-04  -8.67537819E-05
   1.58817916E+00  -9.33538453E-01   6.64413218E-03  -5.85253886E-03   6.73189409E-04  -1.26330634E-03  -2.63687703E-04  -2.62828892E-04  -2.55592361E-04  -6.53540277E-05
   1.59247055E+00  -9.31879911E-01   6.70956466E-03  -5.60447271E-03   6.87957206E-04  -1.22765559E-03  -2.65241471E-04  -2.58430113E-04  -2.47566083E-04  -4.35241255E-05
   1.59681364E+00  -9.30166134E-01   6.76699113E-03  -5.35738556E-03   7.02177337E-04  -1.19090964E-03  -2.67737043E-04  -2.53922330E-04  -2.41109185E-04  -2.14044532E-05
   1.60120903E+00  -9.28395778E-01   6.81650877E-03  -5.11153268E-03   7.15762454E-04  -1.15310302E-03  -2.71133025E-04  -2.49353505E-04  -2.36254668E-04   8.62905151E-07
   1.60565722E+00  -9.26567451E-01   6.85822266E-03  -4.86716372E-03   7.28622639E-04  -1.11427957E-03  -2.75374220E-04  -2.44768173E-04  -2.33012340E-04   2.31369010E-05
   1.61015873E+00  -9.24679678E-01   6.89224588E-03  -4.62452218E-03   7.40666712E-04  -1.07449225E-03  -2.80392064E-04  -2.40206033E-04  -2.31368570E-04   4.52803008E-05
   1.61471404E+00  -9.22730770E-01   6.91869967E-03  -4.38384483E-03   7.51803583E-04  -1.03380285E-03  -2.86105266E-04  -2.35700600E-04  -2.31286412E-04   6.71624550E-05
   1.61932356E+00  -9.20718949E-01   6.93771349E-03  -4.14536121E-03   7.61943580E-04  -9.92281475E-04  -2.92420669E-04  -2.31277925E-04  -2.32706129E-04   8.86620066E-05
   1.62398769E+00  -9.18642385E-01   6.94942511E-03  -3.90929289E-03   7.70999775E-04  -9.50005923E-04  -2.99234298E-04  -2.26955426E-04  -2.35546074E-04   1.09669493E-04
   1.62870692E+00  -9.16499277E-01   6.95398057E-03  -3.67585293E-03   7.78889252E-04  -9.07060836E-04  -3.06432606E-04  -2.22740838E-04  -2.39703952E-04   1.30089793E-04
   1.63348210E+00  -9.14287921E-01   6.95153411E-03  -3.44524515E-03   7.85534315E-04  -8.63536736E-04  -3.13893882E-04  -2.18631314E-04  -2.45058425E-04   1.49844373E-04
   1.63831406E+00  -9.12006569E-01   6.94224807E-03  -3.21766347E-03   7.90863605E-04  -8.19528907E-04  -3.21489816E-04  -2.14612692E-04  -2.51471031E-04   1.68873288E-04
   1.64320353E+00  -9.09653412E-01   6.92629267E-03  -2.99329126E-03   7.94813110E-04  -7.75136152E-04  -3.29087191E-04  -2.10658950E-04  -2.58788415E-04   1.87136906E-04
   1.64815156E+00  -9.07226717E-01   6.90384577E-03  -2.77230065E-03   7.97327059E-04  -7.30459450E-04  -3.36549678E-04  -2.06731862E-04  -2.66844800E-04   2.04617309E-04
   1.65315944E+00  -9.04724812E-01   6.87509254E-03  -2.55485192E-03   7.98358661E-04  -6.85600506E-04  -3.43739718E-04  -2.02780867E-04  -2.75464691E-04   2.21319346E-04
   1.65822840E+00  -9.02145955E-01   6.84022504E-03  -2.34109285E-03   7.97870703E-04  -6.40660247E-04  -3.50520448E-04  -1.98743161E-04  -2.84465751E-04   2.37271318E-04
   1.66335957E+00  -8.99488339E-01   6.79944179E-03  -2.13115819E-03   7.95835979E-04  -5.95737269E-04  -3.56757648E-04  -1.94544015E-04  -2.93661803E-04   2.52525265E-04
   1.66855391E+00  -8.96750257E-01   6.75294722E-03  -1.92516911E-03   7.92237544E-04  -5.50926254E-04  -3.62321685E-04  -1.90097320E-04  -3.02865922E-04   2.67156846E-04
   1.67381222E+00  -8.93930011E-01   6.70095108E-03  -1.72323272E-03   7.87068793E-04  -5.06316402E-04  -3.67089416E-04  -1.85306367E-04  -3.11893548E-04   2.81264812E-04
   1.67913522E+00  -8.91025829E-01   6.64366778E-03  -1.52544172E-03   7.80333359E-04  -4.61989883E-04  -3.70946022E-04  -1.80064840E-04  -3.20565581E-04   2.94970062E-04
   1.68452354E+00  -8.88035868E-01   6.58131570E-03  -1.33187402E-03   7.72044827E-04  -4.18020346E-04  -3.73786739E-04  -1.74258023E-04  -3.28711400E-04   3.08414291E-04
   1.68997764E+00  -8.84958240E-01   6.51411641E-03  -1.14259254E-03   7.62226276E-04  -3.74471506E-04  -3.75518469E-04  -1.67764208E-04  -3.36171758E-04   3.21758252E-04
   1.69549786E+00  -8.81790991E-01   6.44229393E-03  -9.57645028E-04   7.50909651E-04  -3.31395832E-04  -3.76061235E-04  -1.60456281E-04  -3.42801501E-04   3.35179636E-04
   1.70108446E+00  -8.78532084E-01   6.36607383E-03  -7.77064001E-04   7.38134971E-04  -2.88833368E-04  -3.75349447E-04  -1.52203471E-04  -3.48472062E-04   3.48870613E-04
   1.70673765E+00  -8.75178911E-01   6.28568246E-03  -6.00866796E-04   7.23949391E-04  -2.46810695E-04  -3.73332983E-04  -1.42873239E-04  -3.53073690E-04   3.63035057E-04
   1.71245762E+00  -8.71727823E-01   6.20134604E-03  -4.29055694E-04   7.08406137E-04  -2.05340066E-04  -3.69978035E-04  -1.32333276E-04  -3.56517373E-04   3.77885492E-04
   1.71824444E+00  -8.68174950E-01   6.11328979E-03  -2.61618161E-04   6.91563314E-04  -1.64418725E-04  -3.65267718E-04  -1.20453588E-04  -3.58736416E-04   3.93639812E-04
   1.72409801E+00  -8.64516366E-01   6.02173709E-03  -9.85271955E-05   6.73482632E-04  -1.24028426E-04  -3.59202436E-04  -1.07108634E-04  -3.59687646E-04   4.10517805E-04
   1.73001916E+00  -8.60749130E-01   5.92690863E-03   6.02582294E-05   6.54228049E-04  -8.41351700E-05  -3.51799983E-04  -9.21794901E-05  -3.59352221E-04   4.28737556E-04
   1.73600960E+00  -8.56871276E-01   5.82902156E-03   2.14792617E-04   6.33864365E-04  -4.46891599E-05  -3.43095371E-04  -7.55559955E-05  -3.57736027E-04   4.48511759E-04
   1.74207091E+00  -8.52880753E-01   5.72828870E-03   3.65143300E-04   6.12455792E-04  -5.62498750E-06  -3.33140402E-04  -5.71388631E-05  -3.54869638E-04   4.70044009E-04
   1.74820445E+00  -8.48775414E-01   5.62491784E-03   5.11389706E-04   5.90064522E-04   3.31379477E-05  -3.22002973E-04  -3.68417094E-05  -3.50807860E-04   4.93525128E-04
   1.75441106E+00  -8.44553307E-01   5.51911096E-03   6.53622524E-04   5.66749314E-04   7.16947889E-05  -3.09766117E-04  -1.45929756E-05  -3.45628829E-04   5.19129583E-04
   1.76069116E+00  -8.40212535E-01   5.41106365E-03   7.91942800E-04   5.42564136E-04   1.10154344E-04  -2.96526804E-04   9.66229266E-06  -3.39432706E-04   5.47012049E-04
   1.76704505E+00  -8.35751095E-01   5.30096453E-03   9.26460953E-04   5.17556879E-04   1.48637988E-04  -2.82394513E-04   3.59608369E-05  -3.32339960E-04   5.77304179E-04
   1.77347273E+00  -8.31166454E-01   5.18899474E-03   1.05729573E-03   4.91768167E-04   1.87278358E-04  -2.67489581E-04   6.43197771E-05  -3.24489272E-04   6.10111633E-04
   1.77997361E+00  -8.26454260E-01   5.07532751E-03   1.18457309E-03   4.65230287E-04   2.26217847E-04  -2.51941376E-04   9.47354294E-05  -3.16035098E-04   6.45511407E-04
   1.78654675E+00  -8.21609603E-01   4.96012785E-03   1.30842508E-03   4.37966270E-04   2.65606931E-04  -2.35886296E-04   1.27182371E-04  -3.07144907E-04   6.83549524E-04
   1.79319092E+00  -8.16627455E-01   4.84355232E-03   1.42898864E-03   4.09989115E-04   3.05602324E-04  -2.19465637E-04   1.61612774E-04  -2.97996159E-04   7.24239116E-04
   1.79990568E+00  -8.11503956E-01   4.72574880E-03   1.54640440E-03   3.81301210E-04   3.46365012E-04  -2.02823351E-04   1.97956023E-04  -2.88773046E-04   7.67558932E-04
   1.80669242E+00  -8.06237633E-01   4.60685650E-03   1.66081544E-03   3.51893931E-04   3.88058167E-04  -1.86103742E-04   2.36118628E-04  -2.79663068E-04   8.13452313E-04
   1.81355255E+00  -8.00827159E-01   4.48700598E-03   1.77236614E-03   3.21747448E-04   4.30844984E-04  -1.69449114E-04   2.75984441E-04  -2.70853484E-04   8.61826643E-04
   1.82048720E+00  -7.95271001E-01   4.36631922E-03   1.88120091E-03   2.90830745E-04   4.74886457E-04  -1.52997423E-04   3.17415181E-04  -2.62527696E-04   9.12553300E-04
   1.82749599E+00  -7.89566155E-01   4.24490987E-03   1.98746304E-03   2.59101849E-04   5.20339134E-04  -1.36879966E-04   3.60251262E-04  -2.54861633E-04   9.65468116E-04
   1.83457700E+00  -7.83708159E-01   4.12288352E-03   2.09129360E-03   2.26508283E-04   5.67352880E-04  -1.21219133E-04   4.04312920E-04  -2.48020182E-04   1.02037234E-03
   1.84172793E+00  -7.77692384E-01   4.00033809E-03   2.19283026E-03   1.92987727E-04   6.16068668E-04  -1.06126273E-04   4.49401640E-04  -2.42153736E-04   1.07703408E-03
   1.84894636E+00  -7.71514304E-01   3.87736426E-03   2.29220635E-03   1.58468895E-04   6.66616439E-04  -9.16996912E-05   4.95301842E-04  -2.37394910E-04   1.13519030E-03
   1.85623141E+00  -7.65171067E-01   3.75404597E-03   2.38954981E-03   1.22872607E-04   7.19113064E-04  -7.80228263E-05   5.41782839E-04  -2.33855480E-04   1.19454918E-03
   1.86358290E+00  -7.58660621E-01   3.63046104E-03   2.48498238E-03   8.61130519E-05   7.73660419E-04  -6.51626247E-05   5.88601018E-04  -2.31623609E-04   1.25479297E-03
   1.87100034E+00  -7.51980796E-01   3.50668172E-03   2.57861871E-03   4.80992209E-05   8.30343619E-04  -5.31681476E-05   6.35502234E-04  -2.30761390E-04   1.31558127E-03
   1.87848267E+00  -7.45129006E-01   3.38277543E-03   2.67056572E-03   8.73649739E-06   8.89229428E-04  -4.20694300E-05   6.82224382E-04  -2.31302771E-04   1.37655457E-03
   1.88602721E+00  -7.38101375E-01   3.25880540E-03   2.76092193E-03  -3.20716226E-05   9.50364866E-04  -3.18766160E-05   7.28500109E-04  -2.33251884E-04   1.43733818E-03
   1.89363062E+00  -7.30893647E-01   3.13483141E-03   2.84977697E-03  -7.44216996E-05   1.01377604E-03  -2.25793851E-05   7.74059635E-04  -2.36581824E-04   1.49754638E-03
   1.90128918E+00  -7.23501507E-01   3.01091052E-03   2.93721116E-03  -1.18408437E-04   1.07946719E-03  -1.41466817E-05   8.18633658E-04  -2.41233895E-04   1.55678678E-03
   1.90899945E+00  -7.15921400E-01   2.88709780E-03   3.02329520E-03  -1.64122711E-04   1.14742006E-03  -6.52675816E-06   8.61956271E-04  -2.47117351E-04   1.61466478E-03
   1.91675882E+00  -7.08151309E-01   2.76344703E-03   3.10808997E-03  -2.11649571E-04   1.21759339E-03   3.52467965E-07   9.03767896E-04  -2.54109633E-04   1.67078816E-03
   1.92456458E+00  -7.00189353E-01   2.64001145E-03   3.19164647E-03  -2.61066249E-04   1.28992283E-03   6.58274173E-06   9.43818149E-04  -2.62057116E-04   1.72477162E-03
   1.93241374E+00  -6.92033549E-01   2.51684435E-03   3.27400578E-03  -3.12440190E-04   1.36432106E-03   1.22744906E-05   9.81868640E-04  -2.70776360E-04   1.77624127E-03
   1.94030240E+00  -6.83680548E-01   2.39399977E-03   3.35519921E-03  -3.65827155E-04   1.44067811E-03   1.75555465E-05   1.01769563E-03  -2.80055848E-04   1.82483909E-03
   1.94822569E+00  -6.75125640E-01   2.27153305E-03   3.43524849E-03  -4.21269413E-04   1.51886210E-03   2.25695864E-05   1.05109254E-03  -2.89658198E-04   1.87022703E-03
   1.95617826E+00  -6.66364030E-01   2.14950136E-03   3.51416611E-03  -4.78794044E-04   1.59872009E-03   2.74743092E-05   1.08187226E-03  -2.99322819E-04   1.91209103E-03
   1.96415441E+00  -6.57391138E-01   2.02796412E-03   3.59195565E-03  -5.38411404E-04   1.68007929E-03   3.24393745E-05   1.10986920E-03  -3.08768979E-04   1.95014465E-03
   1.97214873E+00  -6.48204336E-01   1.90698346E-03   3.66861226E-03  -6.00113753E-04   1.76274840E-03   3.76441304E-05   1.13494113E-03  -3.17699240E-04   1.98413234E-03
   1.98015593E+00  -6.38802029E-01   1.78662445E-03   3.74412322E-03  -6.63874077E-04   1.84651929E-03   4.32751608E-05   1.15697072E-03  -3.25803222E-04   2.01383237E-03
   1.98817052E+00  -6.29182684E-01   1.66695540E-03   3.81846851E-03  -7.29645138E-04   1.93116871E-03   4.95236861E-05   1.17586670E-03  -3.32761629E-04   2.03905924E-03
   1.99618673E+00  -6.19344308E-01   1.54804794E-03   3.89162143E-03  -7.97358741E-04   2.01646032E-03   5.65828546E-05   1.19156483E-03  -3.38250499E-04   2.05966565E-03
   2.00419821E+00  -6.09282901E-01   1.42997715E-03   3.96354931E-03  -8.66925265E-04   2.10214677E-03   6.46449624E-05   1.20402839E-03  -3.41945599E-04   2.07554394E-03
   2.01219814E+00  -5.98993981E-01   1.31282145E-03   4.03421422E-03  -9.38233444E-04   2.18797195E-03   7.38986418E-05   1.21324844E-03  -3.43526915E-04   2.08662702E-03
   2.02017921E+00  -5.88473130E-01   1.19666256E-03   4.10357367E-03  -1.01115042E-03   2.27367322E-03   8.45260578E-05   1.21924361E-03  -3.42683167E-04   2.09288873E-03
   2.02813454E+00  -5.77716546E-01   1.08158528E-03   4.17158137E-03  -1.08552205E-03   2.35898387E-03   9.67001555E-05   1.22205965E-03  -3.39116275E-04   2.09434371E-03
   2.03605850E+00  -5.66721539E-01   9.67677203E-04   4.23818799E-03  -1.16117352E-03   2.44363540E-03   1.10581997E-04   1.22176858E-03  -3.32545725E-04   2.09104661E-03
   2.04394532E+00  -5.55485548E-01   8.55028363E-04   4.30334182E-03  -1.23791019E-03   2.52735997E-03   1.26318225E-04   1.21846749E-03  -3.22712755E-04   2.08309090E-03
   2.05178896E+00  -5.44006057E-01   7.43730832E-04   4.36698956E-03  -1.31551869E-03   2.60989264E-03   1.44038702E-04   1.21227706E-03  -3.09384309E-04   2.07060707E-03
   2.05958374E+00  -5.32281357E-01   6.33878216E-04   4.42907693E-03  -1.39376832E-03   2.69097371E-03   1.63854340E-04   1.20333978E-03  -2.92356690E-04   2.05376040E-03
   2.06732445E+00  -5.20310518E-01   5.25565119E-04   4.48954937E-03  -1.47241261E-03   2.77035083E-03   1.85855173E-04   1.19181788E-03  -2.71458863E-04   2.03274824E-03
   2.07500582E+00  -5.08092589E-01   4.18886544E-04   4.54835258E-03  -1.55119113E-03   2.84778102E-03   2.10108695E-04   1.17789101E-03  -2.46555351E-04   2.00779690E-03
   2.08262242E+00  -4.95626758E-01   3.13937265E-04   4.60543313E-03  -1.62983149E-03   2.92303257E-03   2.36658484E-04   1.16175379E-03  -2.17548685E-04   1.97915821E-03
   2.09016857E+00  -4.82914058E-01   2.10811161E-04   4.66073892E-03  -1.70805151E-03   2.99588672E-03   2.65523145E-04   1.14361303E-03  -1.84381369E-04   1.94710569E-03
   2.09763871E+00  -4.69956405E-01   1.09600534E-04   4.71421963E-03  -1.78556150E-03   3.06613920E-03   2.96695573E-04   1.12368499E-03  -1.47037311E-04   1.91193053E-03
   2.10502760E+00  -4.56755561E-01   1.03954101E-05   4.76582709E-03  -1.86206670E-03   3.13360147E-03   3.30142566E-04   1.10219243E-03  -1.05542730E-04   1.87393739E-03
   2.11233005E+00  -4.43313959E-01  -8.67171561E-05   4.81551561E-03  -1.93726973E-03   3.19810183E-03   3.65804787E-04   1.07936163E-03  -5.99664856E-05   1.83344004E-03
   2.11954009E+00  -4.29637416E-01  -1.81653767E-04   4.86324221E-03  -2.01087317E-03   3.25948624E-03   4.03597076E-04   1.05541943E-03  -1.04198502E-05   1.79075691E-03
   2.12665243E+00  -4.15732355E-01  -2.74335352E-04   4.90896680E-03  -2.08258210E-03   3.31761891E-03   4.43409109E-04   1.03059027E-03   4.29442935E-05   1.74620678E-03
   2.13366292E+00  -4.01604781E-01  -3.64687810E-04   4.95265236E-03  -2.15210663E-03   3.37238267E-03   4.85106407E-04   1.00509331E-03   9.99328095E-05   1.70010437E-03
   2.14056603E+00  -3.87261885E-01  -4.52642606E-04   4.99426493E-03  -2.21916437E-03   3.42367905E-03   5.28531668E-04   9.79139667E-04   1.60314209E-04   1.65275618E-03
   2.14735298E+00  -3.72713805E-01  -5.38137337E-04   5.03377366E-03  -2.28348289E-03   3.47142817E-03   5.73506409E-04   9.52929809E-04   2.23821068E-04   1.60445654E-03
   2.15401617E+00  -3.57970693E-01  -6.21116229E-04   5.07115078E-03  -2.34480196E-03   3.51556837E-03   6.19832904E-04   9.26651130E-04   2.90152923E-04   1.55548383E-03
   2.16054951E+00  -3.43042280E-01  -7.01530586E-04   5.10637148E-03  -2.40287574E-03   3.55605566E-03   6.67296380E-04   9.00475756E-04   3.58979621E-04   1.50609713E-03
   2.16694275E+00  -3.27940444E-01  -7.79339167E-04   5.13941383E-03  -2.45747473E-03   3.59286290E-03   7.15667447E-04   8.74558600E-04   4.29945049E-04   1.45653314E-03
   2.17318183E+00  -3.12679650E-01  -8.54508495E-04   5.17025855E-03  -2.50838761E-03   3.62597890E-03   7.64704730E-04   8.49035710E-04   5.02671225E-04   1.40700356E-03
   2.17925468E+00  -2.97274474E-01  -9.27013091E-04   5.19888890E-03  -2.55542276E-03   3.65540725E-03   8.14157655E-04   8.24022903E-04   5.76762656E-04   1.35769295E-03
   2.18515066E+00  -2.81739201E-01  -9.96835631E-04   5.22529042E-03  -2.59840966E-03   3.68116509E-03   8.63769365E-04   7.99614741E-04   6.51810936E-04   1.30875699E-03
   2.19085469E+00  -2.66086653E-01  -1.06396703E-03   5.24945074E-03  -2.63719997E-03   3.70328170E-03   9.13279718E-04   7.75883830E-04   7.27399484E-04   1.26032130E-03
   2.19635009E+00  -2.50329473E-01  -1.12840645E-03   5.27135937E-03  -2.67166835E-03   3.72179708E-03   9.62428321E-04   7.52880466E-04   8.03108389E-04   1.21248079E-03
   2.20162176E+00  -2.34481037E-01  -1.19016120E-03   5.29100744E-03  -2.70171308E-03   3.73676040E-03   1.01095756E-03   7.30632630E-04   8.78519257E-04   1.16529945E-03
   2.20665496E+00  -2.18554646E-01  -1.24924662E-03   5.30838754E-03  -2.72725632E-03   3.74822844E-03   1.05861560E-03   7.09146327E-04   9.53220025E-04   1.11881081E-03
   2.21143136E+00  -2.02561373E-01  -1.30568587E-03   5.32349349E-03  -2.74824419E-03   3.75626405E-03   1.10515926E-03   6.88406260E-04   1.02680964E-03   1.07301873E-03
   2.21593245E+00  -1.86513018E-01  -1.35950959E-03   5.33632023E-03  -2.76464649E-03   3.76093459E-03   1.15035679E-03   6.68376834E-04   1.09890258E-03   1.02789888E-03
   2.22014077E+00  -1.70422988E-01  -1.41075561E-03   5.34686363E-03  -2.77645625E-03   3.76231043E-03   1.19399049E-03   6.49003464E-04   1.16913309E-03   9.83400503E-04
   2.22403953E+00  -1.54301463E-01  -1.45946853E-03   5.35512043E-03  -2.78368899E-03   3.76046358E-03   1.23585910E-03   6.30214174E-04   1.23715913E-03   9.39448774E-04
   2.22761134E+00  -1.38150919E-01  -1.50569927E-03   5.36108815E-03  -2.78638173E-03   3.75546635E-03   1.27577993E-03   6.11921449E-04   1.30266596E-03   8.95947448E-04
   2.23083835E+00  -1.21974781E-01  -1.54950459E-03   5.36476509E-03  -2.78459183E-03   3.74739015E-03   1.31359080E-03   5.94024326E-04   1.36536932E-03   8.52781913E-04
   2.23370264E+00  -1.05778464E-01  -1.59094657E-03   5.36615036E-03  -2.77839561E-03   3.73630446E-03   1.34915160E-03   5.76410677E-04   1.42501812E-03   8.09822521E-04
   2.23619093E+00  -8.95661233E-02  -1.63009206E-03   5.36524392E-03  -2.76788680E-03   3.72227594E-03   1.38234557E-03   5.58959654E-04   1.48139668E-03   7.66928165E-04
   2.23829426E+00  -7.33400253E-02  -1.66701214E-03   5.36204673E-03  -2.75317488E-03   3.70536769E-03   1.41308029E-03   5.41544260E-04   1.53432639E-03   7.23950046E-04
   2.24000333E+00  -5.71034617E-02  -1.70178156E-03   5.35656090E-03  -2.73438325E-03   3.68563874E-03   1.44128825E-03   5.24033995E-04   1.58366692E-03   6.80735544E-04
   2.24130897E+00  -4.08604686E-02  -1.73447820E-03   5.34878990E-03  -2.71164734E-03   3.66314370E-03   1.46692712E-03   5.06297551E-04   1.62931677E-03   6.37132155E-04
   2.24220647E+00  -2.46120767E-02  -1.76518247E-03   5.33873879E-03  -2.68511269E-03   3.63793261E-03   1.48997964E-03   4.88205504E-04   1.67121331E-03   5.92991414E-04
   2.24269275E+00  -8.35775579E-03  -1.79397688E-03   5.32641453E-03  -2.65493295E-03   3.61005098E-03   1.51045318E-03   4.69632957E-04   1.70933230E-03   5.48172734E-04
   2.24276382E+00   7.90259518E-03  -1.82094548E-03   5.31182623E-03  -2.62126793E-03   3.57954004E-03   1.52837898E-03   4.50462107E-04   1.74368683E-03   5.02547114E-04
